,Lon,Lat,Name,Location,State
0,-97.0565,27.8639,Aransas Pass (Lydia Ann) Light, Port Aransas,  TX
1,-94.76718,29.36661,Bolivar Point Lighthouse, Port Bolivar,  TX
2,-94.6925,29.3278,Galveston Jetty Light, Galveston Bay,  TX
3,-96.6154,28.6374,Halfmoon Reef Lighthouse, Port Lavaca,  TX
4,-96.4237,28.3379,Matagorda Island Lighthouse, Matagorda Island,  TX
5,-97.2075,26.0777,Point (Port) Isabel Lighthouse, Port Isabel,  TX
6,-93.8934,29.7345,Sabine Bank Light, Sabine Pass,  TX
