,Lat,Lon,Name,Location,State
0,-73.2298,44.4802,Burlington Breakwater North Light, Burlington,  VT
1,-73.2258,44.4694,Burlington Breakwater South light, Burlington,  VT
2,-73.2306,44.3733,Colchester Reef Lighthouse, Shelburne,  VT
3,-73.34328,44.90657,Isle La Motte Light, Isle La Motte,  VT
4,-73.2762,44.4502,Juniper Island Lighthouse, Juniper Island,  VT
5,-73.34058,44.98361,Windmill Point Lighthouse, Alburgh,  VT
