,Lon,Lat,Name,Location,State
0,-80.0621,42.1442,Erie Land Lighthouse, Erie,  PA
1,-80.1152,42.1654,Presque Isle Lighthouse, Presque Isle Peninsula,  PA
2,-80.0716,42.1567,Presque Isle North Pierhead Light, Presque Isle State Park,  PA
3,-75.1898,39.97,Turtle Rock Lighthouse, Philadelphia, PA
