,Lon,Lat,Name,Location,State
0,-88.9015,30.3946,Biloxi Lighthouse, Biloxi,  MS
1,-88.5867,30.2919,Round Island Lighthouse, Round Island,  MS
2,-88.9667,30.2116,Ship Island Lighthouse, Ship Island,  MS
